...1,Soundfile,Dataset,LowFreqHz,HighFreqHz,FileEndSec,UTC,FileBeginSec,ClassSpecies,KW,KW_certain,Ecotype,Provider,AnnotationLevel,FilePath,FileOk,CallType,ID,CenterTime,Duration,CalltypeCategory,HasQ,CalltypeHasQ,EcotypeCertain,isPulsedCalls,Labels,HoldOut,Augmented,ShiftSec,SourceID,AugFromCT,LocalPath,LocalFileOk
20532,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_110600Z.flac,NorthBc,3312.5,3781.25,56.719,2013-11-29T11:06:55Z,55.631,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_110600Z.flac,True,,14885,56.175,1.088000000000001,,False,False,False,False,Background,DCLDE_Train,False,0.0,14885,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_110600Z.flac,True
158754,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120522_223000Z.flac,WVanIsl,4416.0,4672.0,75.109,2012-05-22T22:31:14Z,74.843,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120522_223000Z.flac,True,,121128,74.976,0.2659999999999911,,False,False,False,False,Background,DCLDE_Train,False,0.0,121128,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120522_223000Z.flac,True
34207,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_122100Z.flac,NorthBc,5031.25,5500.0,158.143,2013-12-08T12:23:37Z,157.855,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_122100Z.flac,True,,25666,157.999,0.2880000000000109,,False,False,False,False,Background,DCLDE_Train,False,0.0,25666,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_122100Z.flac,True
33414,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_140600Z.flac,NorthBc,6343.75,6656.25,265.007,2013-12-07T14:10:24Z,264.703,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_140600Z.flac,True,,25043,264.855,0.3040000000000304,,False,False,False,False,Background,DCLDE_Train,False,0.0,25043,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_140600Z.flac,True
10596,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131114_123600Z.flac,NorthBc,843.75,1281.25,6.544,2013-11-14T12:36:06Z,6.272,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131114_123600Z.flac,True,,7364,6.408,0.2719999999999993,,False,False,False,False,Background,DCLDE_Train,False,0.0,7364,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131114_123600Z.flac,True
53300,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110922_160000Z.flac,WVanIsl,2624.0,2976.0,14.248,2011-09-22T16:00:13Z,13.936,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110922_160000Z.flac,True,,37986,14.092,0.3119999999999994,,False,False,False,False,Background,DCLDE_Train,False,0.0,37986,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110922_160000Z.flac,True
43847,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140125_162430Z.flac,NorthBc,6031.25,6125.0,0.687,2014-01-25T16:24:30Z,0.431,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140125_162430Z.flac,True,,32173,0.559,0.256,,False,False,False,False,Background,DCLDE_Train,False,0.0,32173,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140125_162430Z.flac,True
43876,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140126_022430Z.flac,NorthBc,7281.25,7468.75,0.943,2014-01-26T02:24:30Z,0.655,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140126_022430Z.flac,True,,32196,0.799,0.2879999999999999,,False,False,False,False,Background,DCLDE_Train,False,0.0,32196,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140126_022430Z.flac,True
32628,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_103600Z.flac,NorthBc,4062.5,4281.25,278.975,2013-12-07T10:40:38Z,278.719,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_103600Z.flac,True,,24415,278.847,0.2560000000000286,,False,False,False,False,Background,DCLDE_Train,False,0.0,24415,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_103600Z.flac,True
39342,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_033600Z.flac,NorthBc,812.5,1031.25,211.264,2013-12-31T03:39:30Z,210.976,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_033600Z.flac,True,,29099,211.12,0.2880000000000109,,False,False,False,False,Background,DCLDE_Train,False,0.0,29099,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_033600Z.flac,True
44081,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_122430Z.flac,NorthBc,875.0,1093.75,25.823,2014-01-28T12:24:55Z,25.551,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_122430Z.flac,True,,32349,25.687,0.272000000000002,,False,False,False,False,Background,DCLDE_Train,False,0.0,32349,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_122430Z.flac,True
56903,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111021_060000Z.flac,WVanIsl,3616.0,3840.0,257.187,2011-10-21T06:04:16Z,256.874,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111021_060000Z.flac,True,,40920,257.0305,0.3129999999999882,,False,False,False,False,Background,DCLDE_Train,False,0.0,40920,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111021_060000Z.flac,True
54524,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111005_113000Z.flac,WVanIsl,2272.0,2496.0,242.266,2011-10-05T11:34:01Z,241.985,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111005_113000Z.flac,True,,39034,242.1255,0.2809999999999775,,False,False,False,False,Background,DCLDE_Train,False,0.0,39034,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111005_113000Z.flac,True
62232,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111123_163000Z.flac,WVanIsl,1248.0,1408.0,208.922,2011-11-23T16:33:28Z,208.5,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111123_163000Z.flac,True,,44545,208.711,0.421999999999997,,False,False,False,False,Background,DCLDE_Train,False,0.0,44545,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111123_163000Z.flac,True
44057,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_045430Z.flac,NorthBc,1093.75,1218.75,0.767,2014-01-28T04:54:30Z,0.511,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_045430Z.flac,True,,32334,0.639,0.256,,False,False,False,False,Background,DCLDE_Train,False,0.0,32334,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140128_045430Z.flac,True
155254,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120318_093000Z.flac,WVanIsl,1600.0,1920.0,74.826,2012-03-18T09:31:14Z,74.498,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120318_093000Z.flac,True,,118894,74.662,0.3279999999999887,,False,False,False,False,Background,DCLDE_Train,False,0.0,118894,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120318_093000Z.flac,True
51791,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110827_161500Z.flac,WVanIsl,2528.0,2720.0,234.562,2011-08-27T16:18:54Z,234.265,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110827_161500Z.flac,True,,36969,234.4135,0.2970000000000254,,False,False,False,False,Background,DCLDE_Train,False,0.0,36969,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110827_161500Z.flac,True
55285,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111011_134500Z.flac,WVanIsl,6400.0,6688.0,54.547,2011-10-11T13:45:54Z,54.281,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111011_134500Z.flac,True,,39572,54.414,0.2659999999999982,,False,False,False,False,Background,DCLDE_Train,False,0.0,39572,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111011_134500Z.flac,True
44241,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140130_080932Z.flac,NorthBc,3562.5,3781.25,1.135,2014-01-30T08:09:32Z,0.288,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140130_080932Z.flac,True,,32476,0.7115,0.847,,False,False,False,False,Background,DCLDE_Train,False,0.0,32476,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140130_080932Z.flac,True
53705,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110929_083000Z.flac,WVanIsl,4096.0,4256.0,96.921,2011-09-29T08:31:36Z,96.593,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110929_083000Z.flac,True,,38294,96.757,0.3280000000000029,,False,False,False,False,Background,DCLDE_Train,False,0.0,38294,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110929_083000Z.flac,True
52640,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110913_153000Z.flac,WVanIsl,4128.0,4352.0,92.28,2011-09-13T15:31:31Z,91.983,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110913_153000Z.flac,True,,37465,92.1315,0.296999999999997,,False,False,False,False,Background,DCLDE_Train,False,0.0,37465,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110913_153000Z.flac,True
33427,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_142100Z.flac,NorthBc,4437.5,4718.75,104.976,2013-12-07T14:22:44Z,104.688,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_142100Z.flac,True,,25056,104.832,0.2879999999999967,,False,False,False,False,Background,DCLDE_Train,False,0.0,25056,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_142100Z.flac,True
20654,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_115100Z.flac,NorthBc,4625.0,5062.5,172.271,2013-11-29T11:53:51Z,171.903,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_115100Z.flac,True,,15007,172.087,0.367999999999995,,False,False,False,False,Background,DCLDE_Train,False,0.0,15007,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_115100Z.flac,True
21566,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_140600Z.flac,NorthBc,3718.75,3968.75,44.448,2013-11-29T14:06:44Z,44.176,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_140600Z.flac,True,,15606,44.312,0.2719999999999984,,False,False,False,False,Background,DCLDE_Train,False,0.0,15606,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_140600Z.flac,True
13195,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131124_072100Z.flac,NorthBc,843.75,1062.5,107.103,2013-11-24T07:22:46Z,106.815,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131124_072100Z.flac,True,,9015,106.959,0.2879999999999967,,False,False,False,False,Background,DCLDE_Train,False,0.0,9015,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131124_072100Z.flac,True
157981,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_014500Z.flac,WVanIsl,832.0,1184.0,72.093,2012-04-22T01:46:11Z,71.499,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_014500Z.flac,True,,120837,71.796,0.5940000000000083,,False,False,False,False,Background,DCLDE_Train,False,0.0,120837,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_014500Z.flac,True
39561,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_093600Z.flac,NorthBc,3093.75,3562.5,278.399,2013-12-31T09:40:37Z,277.984,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_093600Z.flac,True,,29293,278.1915,0.4150000000000204,,False,False,False,False,Background,DCLDE_Train,False,0.0,29293,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_093600Z.flac,True
39801,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140102_140600Z.flac,NorthBc,5843.75,6218.75,123.983,2014-01-02T14:08:03Z,123.647,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140102_140600Z.flac,True,,29471,123.815,0.3359999999999985,,False,False,False,False,Background,DCLDE_Train,False,0.0,29471,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140102_140600Z.flac,True
45785,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110521_063000Z.flac,WVanIsl,3136.0,3424.0,235.358,2011-05-21T06:33:55Z,235.061,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110521_063000Z.flac,True,,33683,235.2095,0.296999999999997,,False,False,False,False,Background,DCLDE_Train,False,0.0,33683,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110521_063000Z.flac,True
45680,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110519_121500Z.flac,WVanIsl,1472.0,1664.0,95.748,2011-05-19T12:16:35Z,95.436,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110519_121500Z.flac,True,,33586,95.592,0.3119999999999976,,False,False,False,False,Background,DCLDE_Train,False,0.0,33586,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110519_121500Z.flac,True
33988,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_110600Z.flac,NorthBc,7625.0,7968.75,165.519,2013-12-08T11:08:45Z,165.263,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_110600Z.flac,True,,25514,165.391,0.2560000000000002,,False,False,False,False,Background,DCLDE_Train,False,0.0,25514,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_110600Z.flac,True
157851,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_013000Z.flac,WVanIsl,1216.0,1824.0,32.125,2012-04-22T01:30:31Z,31.859,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_013000Z.flac,True,,120707,31.992,0.2659999999999982,,False,False,False,False,Background,DCLDE_Train,False,0.0,120707,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120422_013000Z.flac,True
36562,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131213_145100Z.flac,NorthBc,4156.25,4718.75,91.343,2013-12-13T14:52:31Z,91.039,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131213_145100Z.flac,True,,27722,91.191,0.304000000000002,,False,False,False,False,Background,DCLDE_Train,False,0.0,27722,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131213_145100Z.flac,True
21833,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_150600Z.flac,NorthBc,5625.0,5843.75,159.792,2013-11-29T15:08:39Z,159.488,UndBio,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_150600Z.flac,True,,15873,159.64,0.304000000000002,,False,False,False,False,Background,DCLDE_Train,False,0.0,15873,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/northbc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_150600Z.flac,True
50414,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110814_203000Z.flac,WVanIsl,2368.0,2528.0,37.437,2011-08-14T20:30:37Z,37.187,AB,0,,,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110814_203000Z.flac,True,,36360,37.312,0.25,,False,False,False,False,Background,DCLDE_Train,False,0.0,36360,,/data/DCLDE_2027/dclde_2027_killer_whales/dfo_crp/audio/wvanisl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110814_203000Z.flac,True
